Spannung;Sekunde
239.05;354740
232.81;354745
225.6;354750
235.06;354755
228.51;354760
241.04;354765
220.05;354770
230.18;354775
222.68;354780
224.96;354785
230.08;354790
231.52;354795
219.59;354800
230.44;354805
247.36;354810
235.71;354815
214.68;354820
233.61;354825
246.07;354830
233.45;354835
232.06;354840
239.36;354845
235.41;354850
232.18;354855
231.53;354860
238.73;354865
234.75;354870
236.04;354875
235.52;354880
236.67;354885
224.54;354890
224.99;354895
224.76;354900
245.39;354905
233.06;354910
224.57;354915
230.63;354920
241.81;354925
239.69;354930
240.53;354935
218.59;354940
235.57;354945
244.44;354950
241.02;354955
228.13;354960
231.29;354965
235.09;354970
233.28;354975
239.06;354980
235.36;354985
238.84;354990
227.82;354995
238.22;355000
233.55;355005
229.37;355010
228.65;355015
230;355020
229.35;355025
236.51;355030
231.26;355035
223.47;355040
221.13;355045
228.65;355050
229.69;355055
229.27;355060
239.15;355065
221.99;355070
228.94;355075
223.1;355080
232.35;355085
229.22;355090
230.03;355095
228.04;355100
239.37;355105
243.02;355110
229.2;355115
240.34;355120
243.16;355125
234.81;355130
211.17;355135
232.85;355140
241.49;355145
238.61;355150
227.56;355155
236.68;355160
234.06;355165
243.02;355170
229.61;355175
238.91;355180
235.11;355185
220.55;355190
228.3;355195
236.29;355200
231.84;355205
234.66;355210
235.85;355215
235.35;355220
227.05;355225
241.31;355230
235.26;355235
234.78;355240
227.74;355245
245.02;355250
247.98;355255
242.05;355260
234.1;355265
235.01;355270
230.51;355275
222.23;355280
221.1;355285
228.57;355290
215.72;355295
230.94;355300
230.68;355305
223.67;355310
231.29;355315
227.72;355320
244.62;355325
230.69;355330
240.18;355335
227.17;355340
250.75;355345
233.22;355350
242.84;355355
234.94;355360
231.52;355365
232.12;355370
225.7;355375
243.3;355380
230.06;355385
225.14;355390
227.99;355395
227.06;355400
236.83;355405
244.77;355410
230.06;355415
226.18;355420
225.4;355425
235.27;355430
230.88;355435
238.27;355440
230.09;355445
225.05;355450
232.33;355455
233.55;355460
224.24;355465
234.75;355470
220.71;355475
231.48;355480
235.24;355485
229.1;355490
229.95;355495
224.1;355500
232.56;355505
222.08;355510
228.99;355515
233.32;355520
219.9;355525
218.27;355530
232.39;355535
241.24;355540
241.7;355545
232.23;355550
238.48;355555
224.91;355560
226.57;355565
231.71;355570
234.34;355575
240.13;355580
242.43;355585
235.17;355590
228.94;355595
225.12;355600
230.73;355605
243.87;355610
227.07;355615
234.1;355620
227.24;355625
235.79;355630
232.66;355635
235.84;355640
220.28;355645
233.4;355650
236.36;355655
220.8;355660
239.96;355665
226.6;355670
230.52;355675
236.28;355680
235.4;355685
244.43;355690
242.84;355695
238.06;355700
233.3;355705
240.17;355710
214.89;355715
234.16;355720
228.42;355725
219.39;355730
226.03;355735
234.63;355740
236.58;355745
224.67;355750
209.82;355755
240.57;355760
223.93;355765
233.73;355770
235.85;355775
223.91;355780
235.09;355785
228.13;355790
232.19;355795
238.39;355800
228.2;355805
230.17;355810
215.71;355815
223.15;355820
224.64;355825
238.49;355830
230.09;355835
232.99;355840
229.91;355845
238.58;355850
240.46;355855
236.92;355860
237.19;355865
246.59;355870
237.77;355875
249.51;355880
233.57;355885
223.57;355890
235.3;355895
236.41;355900
226.1;355905
232.95;355910
241.62;355915
225.46;355920
243.58;355925
215.82;355930
229.84;355935
228.2;355940
239.05;355945
227.67;355950
230.79;355955
229.67;355960
225.29;355965
231.44;355970
233.7;355975
231.09;355980
234.65;355985
234.01;355990
224.69;355995
237.56;356000
225.55;356005
233.41;356010
226.39;356015
248.69;356020
220.81;356025
226.62;356030
228.74;356035
230.89;356040
228.89;356045
228.37;356050
247.24;356055
232.16;356060
231.05;356065
235.55;356070
227.15;356075
234.39;356080
225.32;356085
225.26;356090
217.32;356095
234.3;356100
230.34;356105
238.46;356110
236.54;356115
225.55;356120
230.12;356125
223.69;356130
233.76;356135
229.56;356140
232.04;356145
241.26;356150
219.56;356155
219.92;356160
238.03;356165
226.47;356170
227.74;356175
229.16;356180
238.03;356185
224.65;356190
225.85;356195
244.37;356200
227.53;356205
236.91;356210
238;356215
233.69;356220
229.59;356225
236.91;356230
234.88;356235
232.87;356240
224.57;356245
242.47;356250
241.56;356255
237.59;356260
226.8;356265
226.39;356270
221.55;356275
219.84;356280
238.94;356285
229;356290
230.79;356295
235.38;356300
228.22;356305
219.92;356310
232.74;356315
221.14;356320
235.45;356325
235.52;356330
228.39;356335
229.53;356340
234.69;356345
216.25;356350
226.95;356355
228.38;356360
232.26;356365
223.6;356370
238.26;356375
237;356380
229.93;356385
234.8;356390
229.25;356395
229.65;356400
240.48;356405
238.53;356410
230.63;356415
238.22;356420
242.1;356425
243.7;356430
238.05;356435
228.37;356440
233.85;356445
219.9;356450
231.14;356455
237.89;356460
246.37;356465
232.91;356470
210.03;356475
223.06;356480
230.5;356485
233.21;356490
234.16;356495
212.81;356500
243.87;356505
234.17;356510
232.55;356515
234.8;356520
228.14;356525
226.76;356530
231.73;356535
237.95;356540
240.55;356545
207.97;356550
239.05;356555
222.38;356560
241.01;356565
225.83;356570
236.47;356575
239.51;356580
229.66;356585
228.15;356590
235.1;356595
229.06;356600
241.43;356605
227.19;356610
225.7;356615
217.75;356620
230.57;356625
240.8;356630
239.79;356635
222.97;356640
233.95;356645
240.81;356650
236.81;356655
213.38;356660
234.61;356665
215.87;356670
241.9;356675
234.22;356680
241.8;356685
229.23;356690
238.98;356695
237.28;356700
235.4;356705
232.15;356710
236.43;356715
234.85;356720
230.89;356725
238.82;356730
229.52;356735
237.4;356740
231.5;356745
239.63;356750
222.09;356755
229.23;356760
219.92;356765
229.21;356770
240.68;356775
231.99;356780
234.41;356785
239.03;356790
234.76;356795
244.5;356800
229.9;356805
229.43;356810
238.31;356815
231.95;356820
235.48;356825
230.8;356830
228.52;356835
231.43;356840
239.9;356845
227.96;356850
225.44;356855
225.06;356860
230.91;356865
226.33;356870
234.58;356875
219.37;356880
236.64;356885
233.98;356890
229.42;356895
240.48;356900
225.7;356905
222.81;356910
229.33;356915
230.06;356920
230.7;356925
237.63;356930
236.71;356935
226.27;356940
235.85;356945
231.46;356950
231.25;356955
237.03;356960
232.9;356965
231.21;356970
234.38;356975
238.96;356980
230.38;356985
239.28;356990
230.06;356995
237.92;357000
228.51;357005
241.22;357010
230.66;357015
234.64;357020
235.2;357025
235.68;357030
235.09;357035
241.09;357040
238.25;357045
231.84;357050
224.89;357055
228.63;357060
243.85;357065
237.96;357070
236.63;357075
236.09;357080
230.91;357085
229.32;357090
238.8;357095
225.96;357100
240.03;357105
226.71;357110
224.18;357115
241.7;357120
240.48;357125
233.48;357130
226.26;357135
243.54;357140
230.16;357145
223.37;357150
229.01;357155
231.92;357160
241.24;357165
231.61;357170
232.21;357175
232.11;357180
225;357185
229.1;357190
227.93;357195
227.37;357200
216.85;357205
242.77;357210
226.36;357215
227.94;357220
226.63;357225
238.33;357230
234.38;357235
240.06;357240
231.63;357245
232.58;357250
227.89;357255
238.64;357260
230.23;357265
228.4;357270
232.17;357275
235.67;357280
227.7;357285
227.72;357290
236.64;357295
235.87;357300
225.02;357305
224.11;357310
230.02;357315
217.91;357320
240.89;357325
227.1;357330
235.46;357335
235.87;357340
223.13;357345
218.04;357350
239.53;357355
235.72;357360
233.05;357365
230.88;357370
236.78;357375
230.18;357380
226.2;357385
226.69;357390
229.23;357395
233.12;357400
229.32;357405
227.98;357410
244.84;357415
236.93;357420
240.03;357425
233.66;357430
227.68;357435
232.46;357440
237.39;357445
240.77;357450
234.41;357455
224.56;357460
243.29;357465
235.86;357470
229.61;357475
227.63;357480
246.77;357485
234.7;357490
221.93;357495
226.29;357500
233.97;357505
217.3;357510
239.59;357515
238.4;357520
231.25;357525
225.81;357530
243.55;357535
231.09;357540
237.28;357545
230.79;357550
228.69;357555
241.06;357560
240.7;357565
228.61;357570
233.29;357575
229.75;357580
238.85;357585
232.75;357590
240.1;357595
227.82;357600
229.24;357605
227.04;357610
227.55;357615
233.47;357620
217.07;357625
224.7;357630
231.42;357635
228.99;357640
219.51;357645
239.48;357650
230.37;357655
226.32;357660
223.69;357665
230.79;357670
221.53;357675
235.32;357680
225.66;357685
220.57;357690
239.05;357695
225.31;357700
240.52;357705
231.8;357710
231.21;357715
243.78;357720
235.66;357725
226.67;357730
233.37;357735
237.9;357740
229.38;357745
226.52;357750
225.9;357755
232.66;357760
236.39;357765
227.47;357770
232.23;357775
227.48;357780
238.4;357785
242.5;357790
235.78;357795
234.13;357800
240.43;357805
250.07;357810
218.07;357815
236.77;357820
239.94;357825
223.57;357830
222.63;357835
217.69;357840
235.4;357845
241.56;357850
239.83;357855
241.13;357860
222.04;357865
222.33;357870
224.38;357875
232.43;357880
236.39;357885
235.25;357890
249.29;357895
231.3;357900
229.55;357905
230.97;357910
235.98;357915
233.22;357920
231.92;357925
232.41;357930
230.09;357935
225.45;357940
238.7;357945
240.48;357950
254.45;357955
222.86;357960
249.04;357965
230.78;357970
216.85;357975
247.72;357980
230.46;357985
218.83;357990
223.1;357995
224.15;358000
235.57;358005
232.24;358010
231.19;358015
225.9;358020
227.95;358025
228.99;358030
226.86;358035
222.02;358040
225.19;358045
240.42;358050
227.67;358055
228.66;358060
230.9;358065
229.49;358070
235.21;358075
216.51;358080
237.79;358085
227.19;358090
232.11;358095
232.99;358100
233.93;358105
226.17;358110
241.7;358115
238.35;358120
227.53;358125
245.32;358130
239.24;358135
248.65;358140
217.96;358145
236.87;358150
237.43;358155
246.81;358160
240.05;358165
224.51;358170
225.09;358175
239.02;358180
227.63;358185
232.36;358190
236.23;358195
237.3;358200
239.31;358205
230.35;358210
237.39;358215
236.72;358220
232.46;358225
233.37;358230
245.05;358235
230.16;358240
239.46;358245
222.72;358250
221.18;358255
240.76;358260
229.23;358265
230.96;358270
240.46;358275
234.42;358280
233.03;358285
236.58;358290
227.62;358295
239.75;358300
244.17;358305
228.14;358310
227.16;358315
226.78;358320
232.81;358325
232.36;358330
236.73;358335
248.44;358340
229.36;358345
226.52;358350
239.45;358355
222.03;358360
221.39;358365
231.78;358370
216.57;358375
223.77;358380
237.38;358385
229.17;358390
226.2;358395
249.15;358400
229.04;358405
234.14;358410
221.01;358415
231.09;358420
242.77;358425
251.91;358430
246.35;358435
240.1;358440
236.97;358445
236.27;358450
234.05;358455
234.21;358460
228.37;358465
238.8;358470
245.87;358475
226.48;358480
227.06;358485
233.49;358490
225.49;358495
234.71;358500
226.38;358505
227.73;358510
235.39;358515
222.18;358520
243.35;358525
231.05;358530
228.3;358535
231.7;358540
235.47;358545
237.57;358550
220.19;358555
226.64;358560
230.36;358565
234.57;358570
234.35;358575
223.71;358580
228.97;358585
220.82;358590
234.31;358595
245.18;358600
234.33;358605
238.06;358610
239.1;358615
220.03;358620
232.78;358625
226.68;358630
242.47;358635
235.78;358640
228.14;358645
235.82;358650
232.88;358655
224.76;358660
231.94;358665
236.82;358670
237.86;358675
223.82;358680
215.47;358685
224.22;358690
231.85;358695
234.45;358700
230.09;358705
240.92;358710
232.32;358715
216.76;358720
238.98;358725
221.73;358730
239.48;358735
227.37;358740
211.66;358745
230.65;358750
232.2;358755
232.3;358760
240.28;358765
231.85;358770
234.01;358775
230.51;358780
227.61;358785
233.56;358790
233.22;358795
230.79;358800
244.66;358805
234.85;358810
217.18;358815
236.59;358820
245.76;358825
223.39;358830
236.1;358835
220.2;358840
226.54;358845
227.66;358850
229.47;358855
232.2;358860
239.73;358865
242.1;358870
214.88;358875
242.33;358880
236.17;358885
233.33;358890
222.84;358895
229.7;358900
230.85;358905
236.24;358910
228.64;358915
222.52;358920
238.82;358925
226.97;358930
237.62;358935
225.73;358940
233.95;358945
217.49;358950
232.9;358955
230.91;358960
218.97;358965
233.85;358970
228.68;358975
218.97;358980
224.18;358985
227.57;358990
235.63;358995
233.93;359000
226.27;359005
226.19;359010
235.34;359015
234.42;359020
241.46;359025
247.55;359030
228.06;359035
245.57;359040
229.23;359045
229.62;359050
230.34;359055
230.75;359060
250.8;359065
242.04;359070
222.52;359075
237.09;359080
224.45;359085
240.11;359090
244.72;359095
238.6;359100
231.82;359105
232.69;359110
214.66;359115
228.45;359120
239.78;359125
230.22;359130
247.38;359135
230.18;359140
235.42;359145
240.34;359150
229.99;359155
229.01;359160
242.72;359165
235.88;359170
227.12;359175
237.34;359180
226.96;359185
233.64;359190
227.62;359195
235.34;359200
232.19;359205
230.86;359210
229.46;359215
227.65;359220
222.06;359225
218.59;359230
233.4;359235
247.17;359240
226.06;359245
230.81;359250
236.25;359255
220.16;359260
237.67;359265
244.12;359270
239.74;359275
229.39;359280
218.22;359285
232.81;359290
232.51;359295
233.41;359300
235.75;359305
232.91;359310
248.23;359315
232.19;359320
233.51;359325
241.41;359330
239.3;359335
238.67;359340
226.28;359345
234.39;359350
238.59;359355
235.97;359360
232.11;359365
223.77;359370
233.99;359375
231.49;359380
230.3;359385
235.66;359390
232.36;359395
243.76;359400
228.6;359405
224.16;359410
240.72;359415
233.98;359420
219.42;359425
234.11;359430
245.03;359435
220.14;359440
224.11;359445
239.19;359450
230.83;359455
227.36;359460
219.8;359465
236.03;359470
223.97;359475
238.18;359480
234.31;359485
230.66;359490
230.53;359495
234.92;359500
229.76;359505
214.73;359510
231.99;359515
224.02;359520
224.39;359525
239.03;359530
232.59;359535
237.49;359540
224.01;359545
231.66;359550
242.53;359555
235.96;359560
236.57;359565
230.38;359570
239.34;359575
233.76;359580
233.51;359585
242.96;359590
233.48;359595
231.69;359600
241.78;359605
231.27;359610
224.48;359615
233.49;359620
228.08;359625
229.85;359630
236.3;359635
237.71;359640
236.13;359645
230.51;359650
236.43;359655
224.99;359660
239.06;359665
233.61;359670
237.86;359675
230.37;359680
223.25;359685
242.57;359690
237.05;359695
237.88;359700
251.27;359705
231.32;359710
234.65;359715
218.63;359720
218.05;359725
223.99;359730
226.46;359735
244.46;359740
220.92;359745
233.49;359750
219.45;359755
222.62;359760
227.67;359765
227.48;359770
236.64;359775
237.84;359780
228.28;359785
233.87;359790
237.26;359795
231.27;359800
228.16;359805
224.37;359810
226.39;359815
236.56;359820
233.4;359825
240.36;359830
230.27;359835
227.54;359840
241.36;359845
216.19;359850
224.65;359855
233.08;359860
231.84;359865
233.08;359870
247.42;359875
218.44;359880
229.54;359885
238.74;359890
226.75;359895
227.86;359900
228.85;359905
230.78;359910
244.77;359915
230.91;359920
236.57;359925
234.76;359930
228.88;359935
230.89;359940
227.72;359945
228.03;359950
232.2;359955
232.71;359960
232.87;359965
227.35;359970
233.08;359975
229.15;359980
236.26;359985
224.36;359990
231.71;359995
226.3;360000
221.79;360005
228.62;360010
241.94;360015
228.85;360020
225.3;360025
224.12;360030
234.39;360035
234.22;360040
238.1;360045
238.38;360050
229.7;360055
226.22;360060
229.9;360065
219.08;360070
241.32;360075
233.47;360080
235.21;360085
238.36;360090
243.52;360095
224.28;360100
243.05;360105
230.93;360110
232.44;360115
237.13;360120
238.22;360125
228.28;360130
235.33;360135
232.87;360140
229.25;360145
221.68;360150
234.83;360155
233.23;360160
239.13;360165
248.95;360170
246.74;360175
227.19;360180
239.12;360185
232.89;360190
240.44;360195
222.26;360200
234.15;360205
219.98;360210
237.6;360215
225.19;360220
219.82;360225
228.32;360230
234.61;360235
240.59;360240
243.99;360245
220.24;360250
223.11;360255
224.32;360260
228.62;360265
227.78;360270
220.48;360275
234.08;360280
230.53;360285
232.89;360290
236.85;360295
239.12;360300
238.88;360305
223.24;360310
228.21;360315
230.61;360320
229.42;360325
245.28;360330
239.29;360335
243.78;360340
227.62;360345
231.77;360350
221.04;360355
223.55;360360
225.6;360365
230.26;360370
246.33;360375
234.52;360380
227.42;360385
232.42;360390
243.1;360395
221.6;360400
230.87;360405
238.63;360410
243.44;360415
220.01;360420
236.52;360425
214;360430
232.65;360435
232.82;360440
234.51;360445
246.32;360450
236;360455
234.71;360460
229.29;360465
238.31;360470
233.95;360475
236.83;360480
229.98;360485
247.11;360490
225.28;360495
223.3;360500
227.09;360505
225.22;360510
222.3;360515
229;360520
232.97;360525
229.21;360530
229.83;360535
224.38;360540
226.8;360545
238.71;360550
233.85;360555
240.93;360560
235.26;360565
232.41;360570
227.95;360575
235.05;360580
243.95;360585
223.14;360590
230.96;360595
234.21;360600
234.72;360605
241;360610
233.18;360615
230.35;360620
228.68;360625
241.92;360630
239.59;360635
235.54;360640
214.98;360645
222.68;360650
231.06;360655
227.81;360660
228.64;360665
234.98;360670
226.49;360675
223.39;360680
219.04;360685
239.3;360690
234.7;360695
231.1;360700
226.56;360705
231.69;360710
226.61;360715
231.62;360720
238.26;360725
244.14;360730
228.69;360735
231.92;360740
224.21;360745
225.19;360750
241.08;360755
237.76;360760
231.28;360765
241.64;360770
223.42;360775
217.57;360780
230.68;360785
235.43;360790
239.7;360795
232.84;360800
228.75;360805
234.61;360810
235;360815
236.62;360820
232.07;360825
236.67;360830
235.72;360835
234.65;360840
224.21;360845
225.02;360850
238.19;360855
241.07;360860
234.59;360865
244.82;360870
245.37;360875
237.28;360880
232.7;360885
233.41;360890
223.53;360895
233.73;360900
241.65;360905
240.12;360910
231.48;360915
235.35;360920
246.67;360925
236.02;360930
239.03;360935
222.63;360940
232.34;360945
235.41;360950
237.68;360955
248.81;360960
225.88;360965
237.91;360970
230.96;360975
239.75;360980
241;360985
219.05;360990
231.27;360995
226.68;361000
229.6;361005
236.37;361010
225.37;361015
227.95;361020
219.78;361025
235.53;361030
233.56;361035
234.11;361040
228.18;361045
224.72;361050
241.57;361055
236.13;361060
240.08;361065
240.56;361070
236.08;361075
228.09;361080
233.68;361085
231.02;361090
232.32;361095
231.3;361100
239.82;361105
227.16;361110
245.54;361115
230.86;361120
222.51;361125
231.11;361130
228.3;361135
219.99;361140
229.9;361145
242.33;361150
217.08;361155
222.93;361160
229.8;361165
230.33;361170
224.39;361175
242.32;361180
229.08;361185
231.96;361190
234.03;361195
235.17;361200
230.53;361205
237.29;361210
217.78;361215
223.15;361220
229.62;361225
222;361230
225.91;361235
228.73;361240
236.35;361245
238.69;361250
224.96;361255
239.64;361260
237.67;361265
239.78;361270
229.46;361275
230.11;361280
238.24;361285
231.75;361290
250.64;361295
239.11;361300
224.49;361305
220.99;361310
227.6;361315
230.73;361320
244.9;361325
225.74;361330
249.04;361335
229.16;361340
229.55;361345
234.42;361350
218.96;361355
217.89;361360
239.85;361365
231.9;361370
229.56;361375
233.62;361380
242.4;361385
216.55;361390
229.87;361395
229.75;361400
225.86;361405
227.07;361410
224.11;361415
222.42;361420
229.69;361425
236.84;361430
233.48;361435
221.69;361440
216.97;361445
218.04;361450
225.73;361455
235.4;361460
227.9;361465
235.16;361470
234.15;361475
246.1;361480
232.89;361485
237.37;361490
236.51;361495
235.65;361500
231.47;361505
229.32;361510
224.18;361515
224.57;361520
233.93;361525
227.93;361530
231.19;361535
232.36;361540
222.42;361545
220.32;361550
224.87;361555
233.11;361560
224.51;361565
226.05;361570
221.71;361575
237.09;361580
235.8;361585
213.85;361590
233.24;361595
225.77;361600
234.14;361605
249.88;361610
220.41;361615
225.31;361620
235.32;361625
226.55;361630
240.81;361635
229.04;361640
237.77;361645
236.07;361650
226.91;361655
240.29;361660
226.73;361665
240.32;361670
234.19;361675
238.91;361680
237.78;361685
230.66;361690
235.4;361695
222.71;361700
229.87;361705
228.47;361710
220.61;361715
219.91;361720
226.9;361725
232.21;361730
236.04;361735
232.89;361740
229.9;361745
235.37;361750
233.84;361755
222.76;361760
235.19;361765
235.64;361770
225.03;361775
230.35;361780
227.58;361785
245.21;361790
226.48;361795
222.07;361800
223.84;361805
233.68;361810
226.6;361815
233.58;361820
232.5;361825
236.63;361830
233;361835
245.55;361840
238.16;361845
243.17;361850
223.04;361855
221.86;361860
235.81;361865
240.78;361870
219.43;361875
231.23;361880
236.9;361885
229.48;361890
233;361895
242.04;361900
240.7;361905
231.82;361910
228.05;361915
236.29;361920
239.16;361925
231.5;361930
229.72;361935
228.9;361940
239.98;361945
241.49;361950
237.73;361955
226.14;361960
230.38;361965
241.77;361970
242.83;361975
235.76;361980
239;361985
238.31;361990
223.95;361995
221.7;362000
239.53;362005
225.68;362010
228.58;362015
227.96;362020
239.85;362025
224.73;362030
224.23;362035
235.99;362040
239.59;362045
241.1;362050
231.05;362055
213.5;362060
227.03;362065
227.25;362070
241.38;362075
224.03;362080
227.04;362085
221.87;362090
234.39;362095
221.95;362100
234.44;362105
231.2;362110
232.43;362115
240.27;362120
234.33;362125
236.98;362130
241.78;362135
227.61;362140
225.28;362145
227.07;362150
236.66;362155
229.38;362160
230.58;362165
224.55;362170
230.03;362175
229.25;362180
231.72;362185
231.69;362190
229.07;362195
233.6;362200
235.49;362205
230.17;362210
235.29;362215
220.63;362220
225.82;362225
231.43;362230
226.81;362235
220.01;362240
238.04;362245
238.73;362250
227.01;362255
230.72;362260
226.56;362265
242.8;362270
228.64;362275
232.27;362280
235.45;362285
237.8;362290
228.92;362295
235.37;362300
227.34;362305
231.53;362310
228.79;362315
223.08;362320
230.98;362325
241.37;362330
233.2;362335
225.31;362340
220.72;362345
215.65;362350
228.35;362355
228.43;362360
252.82;362365
221.69;362370
223.74;362375
224.96;362380
231.18;362385
240.87;362390
238.99;362395
239.86;362400
241.73;362405
240.26;362410
239.39;362415
236.34;362420
238.45;362425
237.06;362430
228.08;362435
237.79;362440
232.11;362445
223.84;362450
251.92;362455
237.87;362460
237.87;362465
225.13;362470
234.9;362475
218.38;362480
227.37;362485
227.64;362490
229.25;362495
225.54;362500
239.2;362505
224.26;362510
223.81;362515
216.94;362520
225.62;362525
242.65;362530
239.53;362535
225.49;362540
233.75;362545
221.19;362550
228.86;362555
243.12;362560
238.13;362565
235.75;362570
233.38;362575
235.28;362580
222.37;362585
231.97;362590
233.41;362595
230.89;362600
231.57;362605
238.71;362610
224.61;362615
230.34;362620
225.51;362625
227.7;362630
233.25;362635
224.77;362640
231.2;362645
223.03;362650
229.41;362655
231.03;362660
225.44;362665
238.39;362670
233.49;362675
231.82;362680
230.93;362685
238.2;362690
235.39;362695
230.59;362700
240.11;362705
248.77;362710
226.36;362715
235.63;362720
235.58;362725
229.5;362730
237.48;362735
225.72;362740
231.87;362745
213.36;362750
238.5;362755
229.51;362760
230.6;362765
244.08;362770
236.15;362775
233.96;362780
242.26;362785
222.36;362790
236.78;362795
228.77;362800
233.85;362805
234.57;362810
236.53;362815
222.44;362820
230.36;362825
240.71;362830
238.68;362835
221.8;362840
247.63;362845
218.78;362850
221.44;362855
227.06;362860
232.65;362865
231.05;362870
229.15;362875
234.55;362880
226.75;362885
239.76;362890
228.21;362895
242.36;362900
221.31;362905
237.51;362910
230.19;362915
236.56;362920
218.7;362925
229.54;362930
232.49;362935
223.41;362940
225.14;362945
233.08;362950
235.35;362955
220.23;362960
231.48;362965
242.97;362970
229.38;362975
234.53;362980
230.1;362985
227.51;362990
238.21;362995
222.61;363000
228.26;363005
230.19;363010
227.71;363015
224.6;363020
233.07;363025
220.44;363030
223.43;363035
243.45;363040
235.5;363045
228.78;363050
223.83;363055
235.68;363060
241.98;363065
232.41;363070
234.09;363075
237.63;363080
230.22;363085
236.98;363090
246.07;363095
228.08;363100
245.69;363105
238.09;363110
225.4;363115
234.74;363120
241.35;363125
233.84;363130
224.88;363135
230.4;363140
235.18;363145
237.35;363150
221.34;363155
240.51;363160
244.57;363165
231.72;363170
233.57;363175
243.6;363180
226.84;363185
229.23;363190
224.1;363195
231.84;363200
244.86;363205
229.11;363210
223.23;363215
228.55;363220
230.72;363225
236.12;363230
235.03;363235
235.54;363240
244.62;363245
243.8;363250
233.94;363255
227.87;363260
235.81;363265
236.41;363270
234.34;363275
242.06;363280
227.84;363285
228.94;363290
223.3;363295
235.42;363300
238.75;363305
232.3;363310
240.93;363315
233.76;363320
252.47;363325
228.58;363330
246.12;363335
234.06;363340
234.49;363345
228.81;363350
228.1;363355
232.07;363360
226.55;363365
234.48;363370
224.25;363375
242.02;363380
229.98;363385
227.82;363390
227.16;363395
226.63;363400
230.25;363405
233.16;363410
238.96;363415
233.47;363420
217.13;363425
234.02;363430
217.15;363435
231.12;363440
238.28;363445
235.03;363450
238.37;363455
244.72;363460
242.86;363465
230.05;363470
236.14;363475
232.87;363480
232.12;363485
227.33;363490
223.25;363495
242.25;363500
246.33;363505
218.32;363510
217.56;363515
230.2;363520
237.47;363525
239.45;363530
224.66;363535
231.18;363540
225.22;363545
232.1;363550
234.93;363555
229.66;363560
234.95;363565
233.74;363570
237.59;363575
222.16;363580
241.77;363585
225.98;363590
226.15;363595
229.68;363600
231.27;363605
239.62;363610
245.21;363615
228.62;363620
219.6;363625
228.28;363630
240.4;363635
239.11;363640
228.93;363645
226.36;363650
247.54;363655
229.33;363660
237.83;363665
248.82;363670
231.07;363675
218.68;363680
244.57;363685
241.95;363690
239.8;363695
240.27;363700
223.15;363705
233.45;363710
231.4;363715
226.13;363720
232.35;363725
238.77;363730
229.53;363735
245.08;363740
231.98;363745
221.91;363750
231.53;363755
235.72;363760
242.01;363765
224.61;363770
238.58;363775
240.89;363780
233.63;363785
238.52;363790
223.59;363795
235;363800
240.39;363805
229.2;363810
236.33;363815
233.05;363820
231.97;363825
220.3;363830
233.66;363835
241.67;363840
235.43;363845
232.21;363850
237.44;363855
223.39;363860
231.15;363865
230.46;363870
233.67;363875
222.86;363880
235.35;363885
237.23;363890
242.51;363895
245.55;363900
232.12;363905
228.55;363910
234.39;363915
234.04;363920
229.82;363925
237.46;363930
236.92;363935
225.69;363940
221.36;363945
231.98;363950
233.59;363955
240.43;363960
234.45;363965
245.69;363970
235.66;363975
228.76;363980
220.76;363985
235.8;363990
230.74;363995
233.51;364000
226.67;364005
241.09;364010
232.87;364015
239.4;364020
236.08;364025
252.99;364030
236.46;364035
233.04;364040
237.14;364045
232.92;364050
232.67;364055
238.94;364060
238.9;364065
223.7;364070
232.79;364075
226.77;364080
236.05;364085
224.94;364090
236.37;364095
225.56;364100
234.17;364105
225.41;364110
233.57;364115
234.83;364120
221.81;364125
231.78;364130
226.51;364135
227.77;364140
240.04;364145
233.09;364150
225.47;364155
226.99;364160
230.32;364165
239.27;364170
240.06;364175
239.99;364180
236.41;364185
240;364190
236.83;364195
232.15;364200
237.39;364205
223.63;364210
243.12;364215
228.6;364220
229.98;364225
224.37;364230
235.23;364235
236;364240
223.75;364245
227.17;364250
244.62;364255
228.35;364260
244.6;364265
234.28;364270
235.56;364275
233.58;364280
225.27;364285
242.3;364290
242.09;364295
239.27;364300
222.77;364305
231.7;364310
226.88;364315
238.8;364320
236.01;364325
239.04;364330
221.43;364335
234.02;364340
243.02;364345
234.18;364350
232.05;364355
237.11;364360
212.8;364365
225.23;364370
227.65;364375
231.37;364380
224.48;364385
224.23;364390
220.25;364395
215.98;364400
234.08;364405
224.98;364410
228.04;364415
221.74;364420
218.84;364425
239.74;364430
245.81;364435
233.55;364440
233.69;364445
240.2;364450
230.83;364455
234;364460
234.91;364465
226.8;364470
229.1;364475
233.89;364480
234.29;364485
230.37;364490
239.14;364495
215.87;364500
228.74;364505
237.24;364510
241.34;364515
234.46;364520
231.89;364525
238.61;364530
219.28;364535
233.26;364540
232.67;364545
226.72;364550
226.8;364555
230.83;364560
224.68;364565
218.02;364570
243.19;364575
233.69;364580
239.84;364585
219.12;364590
234.43;364595
224.86;364600
227.73;364605
230.72;364610
231.47;364615
239.85;364620
226.52;364625
223.1;364630
236.22;364635
234.2;364640
232;364645
251.6;364650
235.69;364655
223.27;364660
236.14;364665
230.96;364670
237.55;364675
232.1;364680
229.61;364685
238.68;364690
238.21;364695
246.92;364700
232.19;364705
232.19;364710
228.43;364715
235.05;364720
235.3;364725
229.2;364730
225;364735
234.41;364740
234.03;364745
238.51;364750
231.4;364755
